Data,Brasil,São Paulo,Rio de Janeiro,Espírito Santo,Bahia,Distrito Federal,Alagoas,Minas Gerais,Rio Grande do Sul,Paraná,Pernambuco,Rio Grande do Norte,Santa Catarina,Goiás,Amazonas,Sergipe,Mato Grosso do Sul,Ceará,Acre,Pará,Paraíba,Tocantins,Mato Grosso,Amapá,Rondônia,Piauí,Maranhão,Roraima
2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
